Disease,Count_number_of_URLs,URL,Symptoms_and_Causes,Diagnosis_and_Tests,Management_and_Treatment,Prevention,Prognosis,Living_with
17396-conditions-which-can-be-mistaken-for-tumors,1,https://my.clevelandclinic.org/health/diseases/17396-conditions-which-can-be-mistaken-for-tumors,https://my.clevelandclinic.org/health/diseases/17396-conditions-which-can-be-mistaken-for-tumors#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17396-conditions-which-can-be-mistaken-for-tumors#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17396-conditions-which-can-be-mistaken-for-tumors#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17396-conditions-which-can-be-mistaken-for-tumors#prevention,https://my.clevelandclinic.org/health/diseases/17396-conditions-which-can-be-mistaken-for-tumors#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17396-conditions-which-can-be-mistaken-for-tumors#living-with
17477-sinonasal-tumors,1,https://my.clevelandclinic.org/health/diseases/17477-sinonasal-tumors,https://my.clevelandclinic.org/health/diseases/17477-sinonasal-tumors#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17477-sinonasal-tumors#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17477-sinonasal-tumors#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17477-sinonasal-tumors#prevention,https://my.clevelandclinic.org/health/diseases/17477-sinonasal-tumors#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17477-sinonasal-tumors#living-with
16715-adhesive-capsulitis,1,https://my.clevelandclinic.org/health/diseases/16715-adhesive-capsulitis,https://my.clevelandclinic.org/health/diseases/16715-adhesive-capsulitis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16715-adhesive-capsulitis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16715-adhesive-capsulitis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16715-adhesive-capsulitis#prevention,https://my.clevelandclinic.org/health/diseases/16715-adhesive-capsulitis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16715-adhesive-capsulitis#living-with
17434-ribcage-injuries,1,https://my.clevelandclinic.org/health/diseases/17434-ribcage-injuries,https://my.clevelandclinic.org/health/diseases/17434-ribcage-injuries#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17434-ribcage-injuries#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17434-ribcage-injuries#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17434-ribcage-injuries#prevention,https://my.clevelandclinic.org/health/diseases/17434-ribcage-injuries#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17434-ribcage-injuries#living-with
16799-brain-temporal-lobe-vagal-nerve--frontal-lobe,1,https://my.clevelandclinic.org/health/diseases/16799-brain-temporal-lobe-vagal-nerve--frontal-lobe,https://my.clevelandclinic.org/health/diseases/16799-brain-temporal-lobe-vagal-nerve--frontal-lobe#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16799-brain-temporal-lobe-vagal-nerve--frontal-lobe#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16799-brain-temporal-lobe-vagal-nerve--frontal-lobe#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16799-brain-temporal-lobe-vagal-nerve--frontal-lobe#prevention,https://my.clevelandclinic.org/health/diseases/16799-brain-temporal-lobe-vagal-nerve--frontal-lobe#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16799-brain-temporal-lobe-vagal-nerve--frontal-lobe#living-with
17429-retinitis-pigmentosa,1,https://my.clevelandclinic.org/health/diseases/17429-retinitis-pigmentosa,https://my.clevelandclinic.org/health/diseases/17429-retinitis-pigmentosa#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17429-retinitis-pigmentosa#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17429-retinitis-pigmentosa#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17429-retinitis-pigmentosa#prevention,https://my.clevelandclinic.org/health/diseases/17429-retinitis-pigmentosa#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17429-retinitis-pigmentosa#living-with
17520-subcortical-vascular-dementia,1,https://my.clevelandclinic.org/health/diseases/17520-subcortical-vascular-dementia,https://my.clevelandclinic.org/health/diseases/17520-subcortical-vascular-dementia#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17520-subcortical-vascular-dementia#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17520-subcortical-vascular-dementia#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17520-subcortical-vascular-dementia#prevention,https://my.clevelandclinic.org/health/diseases/17520-subcortical-vascular-dementia#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17520-subcortical-vascular-dementia#living-with
16707-abdominal-strain,1,https://my.clevelandclinic.org/health/diseases/16707-abdominal-strain,https://my.clevelandclinic.org/health/diseases/16707-abdominal-strain#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16707-abdominal-strain#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16707-abdominal-strain#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16707-abdominal-strain#prevention,https://my.clevelandclinic.org/health/diseases/16707-abdominal-strain#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16707-abdominal-strain#living-with
17334-hydrocephalus-in-children,1,https://my.clevelandclinic.org/health/diseases/17334-hydrocephalus-in-children,https://my.clevelandclinic.org/health/diseases/17334-hydrocephalus-in-children#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17334-hydrocephalus-in-children#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17334-hydrocephalus-in-children#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17334-hydrocephalus-in-children#prevention,https://my.clevelandclinic.org/health/diseases/17334-hydrocephalus-in-children#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17334-hydrocephalus-in-children#living-with
17430-retinopathy-of-prematurity,1,https://my.clevelandclinic.org/health/diseases/17430-retinopathy-of-prematurity,https://my.clevelandclinic.org/health/diseases/17430-retinopathy-of-prematurity#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17430-retinopathy-of-prematurity#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17430-retinopathy-of-prematurity#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17430-retinopathy-of-prematurity#prevention,https://my.clevelandclinic.org/health/diseases/17430-retinopathy-of-prematurity#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17430-retinopathy-of-prematurity#living-with
17130-eye-disease-inherited--genetic,1,https://my.clevelandclinic.org/health/diseases/17130-eye-disease-inherited--genetic,https://my.clevelandclinic.org/health/diseases/17130-eye-disease-inherited--genetic#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17130-eye-disease-inherited--genetic#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17130-eye-disease-inherited--genetic#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17130-eye-disease-inherited--genetic#prevention,https://my.clevelandclinic.org/health/diseases/17130-eye-disease-inherited--genetic#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17130-eye-disease-inherited--genetic#living-with
17636-epilepsy,1,https://my.clevelandclinic.org/health/diseases/17636-epilepsy,https://my.clevelandclinic.org/health/diseases/17636-epilepsy#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17636-epilepsy#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17636-epilepsy#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17636-epilepsy#prevention,https://my.clevelandclinic.org/health/diseases/17636-epilepsy#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17636-epilepsy#living-with
16941-dupuytrens-disease,1,https://my.clevelandclinic.org/health/diseases/16941-dupuytrens-disease,https://my.clevelandclinic.org/health/diseases/16941-dupuytrens-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16941-dupuytrens-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16941-dupuytrens-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16941-dupuytrens-disease#prevention,https://my.clevelandclinic.org/health/diseases/16941-dupuytrens-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16941-dupuytrens-disease#living-with
17470-shoulder-fractures,1,https://my.clevelandclinic.org/health/diseases/17470-shoulder-fractures,https://my.clevelandclinic.org/health/diseases/17470-shoulder-fractures#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17470-shoulder-fractures#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17470-shoulder-fractures#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17470-shoulder-fractures#prevention,https://my.clevelandclinic.org/health/diseases/17470-shoulder-fractures#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17470-shoulder-fractures#living-with
6016-binswangers-disease,1,https://my.clevelandclinic.org/health/diseases/6016-binswangers-disease,https://my.clevelandclinic.org/health/diseases/6016-binswangers-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/6016-binswangers-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/6016-binswangers-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/6016-binswangers-disease#prevention,https://my.clevelandclinic.org/health/diseases/6016-binswangers-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/6016-binswangers-disease#living-with
17415-rectocoele,1,https://my.clevelandclinic.org/health/diseases/17415-rectocoele,https://my.clevelandclinic.org/health/diseases/17415-rectocoele#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17415-rectocoele#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17415-rectocoele#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17415-rectocoele#prevention,https://my.clevelandclinic.org/health/diseases/17415-rectocoele#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17415-rectocoele#living-with
17551-thigh-contusion,1,https://my.clevelandclinic.org/health/diseases/17551-thigh-contusion,https://my.clevelandclinic.org/health/diseases/17551-thigh-contusion#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17551-thigh-contusion#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17551-thigh-contusion#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17551-thigh-contusion#prevention,https://my.clevelandclinic.org/health/diseases/17551-thigh-contusion#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17551-thigh-contusion#living-with
16885-complex-dental-issues,1,https://my.clevelandclinic.org/health/diseases/16885-complex-dental-issues,https://my.clevelandclinic.org/health/diseases/16885-complex-dental-issues#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16885-complex-dental-issues#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16885-complex-dental-issues#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16885-complex-dental-issues#prevention,https://my.clevelandclinic.org/health/diseases/16885-complex-dental-issues#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16885-complex-dental-issues#living-with
17070-heart-failure-and-sexual-relationships,1,https://my.clevelandclinic.org/health/diseases/17070-heart-failure-and-sexual-relationships,https://my.clevelandclinic.org/health/diseases/17070-heart-failure-and-sexual-relationships#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17070-heart-failure-and-sexual-relationships#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17070-heart-failure-and-sexual-relationships#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17070-heart-failure-and-sexual-relationships#prevention,https://my.clevelandclinic.org/health/diseases/17070-heart-failure-and-sexual-relationships#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17070-heart-failure-and-sexual-relationships#living-with
16977-esophageal-diverticulum,1,https://my.clevelandclinic.org/health/diseases/16977-esophageal-diverticulum,https://my.clevelandclinic.org/health/diseases/16977-esophageal-diverticulum#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/16977-esophageal-diverticulum#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/16977-esophageal-diverticulum#management-and-treatment,https://my.clevelandclinic.org/health/diseases/16977-esophageal-diverticulum#prevention,https://my.clevelandclinic.org/health/diseases/16977-esophageal-diverticulum#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/16977-esophageal-diverticulum#living-with
5907-parasitic-roundworm-diseases,1,https://my.clevelandclinic.org/health/diseases/5907-parasitic-roundworm-diseases,https://my.clevelandclinic.org/health/diseases/5907-parasitic-roundworm-diseases#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/5907-parasitic-roundworm-diseases#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/5907-parasitic-roundworm-diseases#management-and-treatment,https://my.clevelandclinic.org/health/diseases/5907-parasitic-roundworm-diseases#prevention,https://my.clevelandclinic.org/health/diseases/5907-parasitic-roundworm-diseases#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/5907-parasitic-roundworm-diseases#living-with
17586-tuberous-sclerosis-complex,1,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis-complex,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis-complex#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis-complex#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis-complex#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis-complex#prevention,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis-complex#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis-complex#living-with
